timestamp,location_id,location_name,vibration_x,vibration_y,vibration_z,strain,tilt,crack_width_mm,health_score,prediction_window,defect_type,scenario,traffic_condition,weather_condition,ambient_temp_c
2025-12-05T06:34:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0066,0.0198,0.1037,47.85,-0.368,0.0,99,None (Safe),None,normal,Moderate,Partly Cloudy,19.6
2025-12-05T06:36:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.016,0.0087,0.0703,75.07,-0.033,0.0,90,None (Safe),None,normal,Moderate,Partly Cloudy,19.1
2025-12-05T06:38:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0642,0.0096,0.0368,89.72,-0.36,0.0,92,None (Safe),None,normal,Moderate,Misty,16.2
2025-12-05T06:40:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0648,0.0686,0.0237,104.78,0.041,0.0,90,None (Safe),None,normal,Moderate,Clear,19.5
2025-12-05T06:42:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0179,0.0327,0.0182,69.27,0.485,0.0,94,None (Safe),None,normal,Moderate,Misty,16.7
2025-12-05T06:44:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0587,0.0629,0.1027,83.27,-0.31,0.0,93,None (Safe),None,normal,Moderate,Misty,17.1
2025-12-05T06:46:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0258,0.005,0.0768,139.52,0.031,0.0,90,None (Safe),None,normal,Heavy Congestion,Clear,18.9
2025-12-05T06:48:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0064,0.0691,0.0665,142.41,0.07,0.0,99,None (Safe),None,normal,Heavy Congestion,Clear,19.4
2025-12-05T06:50:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0457,0.026,0.0465,107.06,-0.186,0.0,94,None (Safe),None,normal,Moderate,Misty,16.3
2025-12-05T06:52:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0749,0.0017,0.097,93.19,-0.4,0.0,98,None (Safe),None,normal,Moderate,Partly Cloudy,17.8
2025-12-05T06:54:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0064,0.0203,0.0499,76.96,0.043,0.0,94,None (Safe),None,normal,Moderate,Clear,16.5
2025-12-05T06:56:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0247,0.0534,0.1415,37.46,-0.385,0.0,91,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,16.0
2025-12-05T06:58:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0577,0.0171,0.0988,54.32,-0.011,0.0,90,None (Safe),None,normal,Moderate,Misty,17.1
2025-12-05T07:00:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0274,0.0113,0.1472,41.01,-0.058,0.0,96,None (Safe),None,normal,Heavy Congestion,Clear,19.3
2025-12-05T07:02:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0724,0.0441,0.1268,95.73,-0.352,0.0,92,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,16.3
2025-12-05T07:04:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.6997,0.7272,0.2865,687.34,2.308,3.9,64,45-60 days,Early-stage Rebar Corrosion,critical,Heavy Congestion,Misty,19.6
2025-12-05T07:06:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0197,0.0138,0.122,43.02,-0.088,0.0,92,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,19.0
2025-12-05T07:08:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0539,0.0591,0.0447,40.7,0.201,0.0,96,None (Safe),None,normal,Moderate,Misty,19.1
2025-12-05T07:10:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0374,0.0251,0.1213,49.59,-0.476,0.0,93,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,16.9
2025-12-05T07:12:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0231,0.0517,0.066,147.55,0.036,0.0,90,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,19.5
2025-12-05T07:14:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.022,0.0096,0.0708,114.71,-0.186,0.0,99,None (Safe),None,normal,Moderate,Partly Cloudy,16.7
2025-12-05T07:16:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0211,0.057,0.0102,140.32,0.038,0.0,100,None (Safe),None,normal,Heavy Congestion,Misty,17.5
2025-12-05T07:18:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0271,0.0258,0.1287,113.57,-0.2,0.0,94,None (Safe),None,normal,Heavy Congestion,Misty,16.3
2025-12-05T07:20:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0111,0.0342,0.1417,108.05,0.403,0.0,99,None (Safe),None,normal,Heavy Congestion,Clear,17.6
2025-12-05T07:22:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0237,0.035,0.0912,105.11,-0.035,0.0,97,None (Safe),None,normal,Moderate,Clear,18.2
2025-12-05T07:24:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0639,0.0144,0.0219,87.01,0.133,0.0,95,None (Safe),None,normal,Moderate,Partly Cloudy,17.9
2025-12-05T07:26:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0167,0.0029,0.0443,81.77,0.35,0.0,91,None (Safe),None,normal,Moderate,Clear,18.7
2025-12-05T07:28:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0401,0.0203,0.1018,20.72,0.251,0.0,91,None (Safe),None,normal,Moderate,Misty,16.8
2025-12-05T07:30:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0419,0.005,0.0449,130.28,-0.044,0.0,97,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,16.7
2025-12-05T07:32:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0714,0.0494,0.1107,85.62,0.331,0.0,98,None (Safe),None,normal,Moderate,Partly Cloudy,18.4
2025-12-05T07:34:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0215,0.0205,0.0993,119.56,0.021,0.0,100,None (Safe),None,normal,Moderate,Misty,19.0
2025-12-05T07:36:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0225,0.0263,0.0856,37.99,-0.269,0.0,92,None (Safe),None,normal,Moderate,Clear,16.3
2025-12-05T07:38:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0378,0.0059,0.1266,70.63,0.27,0.0,90,None (Safe),None,normal,Heavy Congestion,Clear,17.7
2025-12-05T07:40:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0288,0.0605,0.1295,143.95,-0.081,0.0,98,None (Safe),None,normal,Heavy Congestion,Clear,17.5
2025-12-05T07:42:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0394,0.0317,0.1036,123.76,0.224,0.0,97,None (Safe),None,normal,Heavy Congestion,Clear,18.0
2025-12-05T07:44:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0478,0.0534,0.0218,75.72,0.367,0.0,92,None (Safe),None,normal,Moderate,Partly Cloudy,18.1
2025-12-05T07:46:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0277,0.0705,0.049,143.66,-0.078,0.0,91,None (Safe),None,normal,Heavy Congestion,Misty,17.3
2025-12-05T07:48:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0187,0.0064,0.144,25.23,-0.469,0.0,93,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,16.2
2025-12-05T07:50:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0384,0.01,0.1427,80.45,-0.244,0.0,95,None (Safe),None,normal,Heavy Congestion,Clear,18.5
2025-12-05T07:52:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0624,0.0139,0.0535,95.23,0.429,0.0,99,None (Safe),None,normal,Moderate,Misty,19.9
2025-12-05T07:54:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.007,0.0556,0.0978,33.25,0.272,0.0,100,None (Safe),None,normal,Moderate,Misty,17.6
2025-12-05T07:56:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0042,0.0431,0.1026,28.96,0.148,0.0,90,None (Safe),None,normal,Moderate,Misty,19.2
2025-12-05T07:58:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0512,0.0665,0.109,76.61,0.234,0.0,100,None (Safe),None,normal,Moderate,Partly Cloudy,16.4
2025-12-05T08:00:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0662,0.0478,0.0551,51.91,0.435,0.0,94,None (Safe),None,normal,Moderate,Misty,19.1
2025-12-05T08:02:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0538,0.0276,0.0792,62.25,-0.012,0.0,95,None (Safe),None,normal,Moderate,Misty,19.0
2025-12-05T08:04:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0705,0.0449,0.0823,44.84,-0.259,0.0,96,None (Safe),None,normal,Moderate,Misty,17.1
2025-12-05T08:06:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0398,0.0636,0.023,48.81,0.192,0.0,94,None (Safe),None,normal,Moderate,Misty,18.8
2025-12-05T08:08:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0346,0.0599,0.0563,111.37,-0.229,0.0,94,None (Safe),None,normal,Moderate,Misty,17.9
2025-12-05T08:10:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0761,0.0555,0.0368,116.02,-0.224,0.0,99,None (Safe),None,normal,Moderate,Misty,17.3
2025-12-05T08:12:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0668,0.0244,0.0605,59.29,0.208,0.0,92,None (Safe),None,normal,Moderate,Partly Cloudy,18.4
2025-12-05T08:14:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.011,0.0696,0.0787,133.45,0.074,0.0,97,None (Safe),None,normal,Heavy Congestion,Misty,18.2
2025-12-05T08:16:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0753,0.0387,0.1251,72.09,-0.426,0.0,100,None (Safe),None,normal,Heavy Congestion,Clear,16.7
2025-12-05T08:18:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.025,0.0795,0.0266,119.38,0.106,0.0,99,None (Safe),None,normal,Moderate,Misty,16.6
2025-12-05T08:20:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0245,0.0475,0.07,93.92,-0.44,0.0,91,None (Safe),None,normal,Moderate,Partly Cloudy,17.5
2025-12-05T08:22:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0074,0.0199,0.0873,40.35,-0.091,0.0,99,None (Safe),None,normal,Moderate,Clear,18.5
2025-12-05T08:24:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0565,0.0369,0.1062,140.11,0.288,0.0,100,None (Safe),None,normal,Heavy Congestion,Misty,16.9
2025-12-05T08:26:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0522,0.0728,0.1257,29.28,-0.334,0.0,94,None (Safe),None,normal,Heavy Congestion,Misty,17.7
2025-12-05T08:28:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.038,0.025,0.0664,55.39,0.04,0.0,97,None (Safe),None,normal,Moderate,Misty,19.7
2025-12-05T08:30:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.5147,0.0986,0.2988,836.0,4.582,4.88,58,45-60 days,Early-stage Rebar Corrosion,critical,Heavy Congestion,Misty,19.6
2025-12-05T08:32:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0148,0.042,0.0719,56.16,0.497,0.0,96,None (Safe),None,normal,Moderate,Misty,18.3
2025-12-05T08:34:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0333,0.0264,0.0246,40.91,-0.088,0.0,97,None (Safe),None,normal,Low,Misty,19.9
2025-12-05T08:36:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0369,0.0258,0.0553,146.12,-0.096,0.0,98,None (Safe),None,normal,Heavy Congestion,Misty,19.3
2025-12-05T08:38:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0336,0.0158,0.0606,118.34,0.125,0.0,90,None (Safe),None,normal,Moderate,Misty,18.6
2025-12-05T08:40:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0706,0.0393,0.014,101.9,0.299,0.0,92,None (Safe),None,normal,Moderate,Clear,16.5
2025-12-05T08:42:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0794,0.0731,0.0746,35.27,0.332,0.0,97,None (Safe),None,normal,Moderate,Clear,18.2
2025-12-05T08:44:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0669,0.0784,0.0441,91.66,-0.116,0.0,99,None (Safe),None,normal,Moderate,Clear,18.0
2025-12-05T08:46:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0634,0.0338,0.1408,86.01,0.321,0.0,94,None (Safe),None,normal,Heavy Congestion,Clear,19.5
2025-12-05T08:48:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0694,0.0363,0.0778,63.22,0.263,0.0,96,None (Safe),None,normal,Moderate,Misty,18.3
2025-12-05T08:50:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0199,0.0313,0.1298,73.4,-0.182,0.0,97,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,19.5
2025-12-05T08:52:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0658,0.0785,0.0793,24.81,0.002,0.0,99,None (Safe),None,normal,Moderate,Misty,17.5
2025-12-05T08:54:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0426,0.0371,0.1111,73.3,0.155,0.0,92,None (Safe),None,normal,Moderate,Misty,19.5
2025-12-05T08:56:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.5479,0.6933,0.704,900.77,3.14,4.07,50,45-60 days,Early-stage Rebar Corrosion,critical,Heavy Congestion,Misty,17.4
2025-12-05T08:58:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0064,0.0509,0.1389,149.67,0.247,0.0,96,None (Safe),None,normal,Heavy Congestion,Clear,19.5
2025-12-05T09:00:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0724,0.0046,0.1215,58.14,-0.125,0.0,92,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,24.7
2025-12-05T09:02:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0144,0.0072,0.1319,100.56,-0.259,0.0,99,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,25.4
2025-12-05T09:04:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.5601,0.7272,0.4524,700.67,3.64,3.6,42,45-60 days,Early-stage Rebar Corrosion,critical,Heavy Congestion,Clear,25.8
2025-12-05T09:06:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0555,0.0371,0.0523,149.92,0.353,0.0,91,None (Safe),None,normal,Heavy Congestion,Hazy,23.8
2025-12-05T09:08:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0562,0.0027,0.1262,71.45,-0.492,0.0,100,None (Safe),None,normal,Heavy Congestion,Clear,24.2
2025-12-05T09:10:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0668,0.0723,0.1186,49.92,0.302,0.0,93,None (Safe),None,normal,Moderate,Partly Cloudy,27.5
2025-12-05T09:12:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0616,0.0548,0.0291,32.63,0.127,0.0,90,None (Safe),None,normal,Moderate,Partly Cloudy,23.5
2025-12-05T09:14:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0114,0.0729,0.0557,74.02,-0.299,0.0,98,None (Safe),None,normal,Moderate,Clear,22.2
2025-12-05T09:16:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0666,0.0213,0.1255,82.64,0.306,0.0,95,None (Safe),None,normal,Heavy Congestion,Hazy,25.2
2025-12-05T09:18:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0774,0.069,0.1114,147.39,0.467,0.0,98,None (Safe),None,normal,Heavy Congestion,Clear,27.8
2025-12-05T09:20:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0369,0.0542,0.1041,95.99,0.322,0.0,95,None (Safe),None,normal,Moderate,Partly Cloudy,22.1
2025-12-05T09:22:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.7591,0.3162,0.5466,826.68,3.906,4.77,54,45-60 days,Early-stage Rebar Corrosion,critical,Heavy Congestion,Partly Cloudy,24.8
2025-12-05T09:24:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0039,0.0797,0.0263,50.52,0.038,0.0,96,None (Safe),None,normal,Moderate,Clear,22.7
2025-12-05T09:26:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0132,0.0338,0.0239,83.62,-0.092,0.0,94,None (Safe),None,normal,Moderate,Partly Cloudy,24.5
2025-12-05T09:28:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.25,0.3411,0.7876,728.57,4.705,3.4,60,45-60 days,Early-stage Rebar Corrosion,critical,Heavy Congestion,Clear,23.3
2025-12-05T09:30:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0661,0.0082,0.0397,103.13,0.471,0.0,90,None (Safe),None,normal,Moderate,Hazy,27.8
2025-12-05T09:32:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0172,0.0666,0.0876,96.23,0.313,0.0,93,None (Safe),None,normal,Moderate,Partly Cloudy,27.9
2025-12-05T09:34:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0229,0.0787,0.1483,90.23,0.299,0.0,91,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,26.7
2025-12-05T09:36:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0633,0.0475,0.0122,54.5,-0.373,0.0,96,None (Safe),None,normal,Moderate,Clear,22.8
2025-12-05T09:38:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0415,0.0096,0.0805,142.9,-0.457,0.0,100,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,24.9
2025-12-05T09:40:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0799,0.0679,0.0697,34.04,0.212,0.0,97,None (Safe),None,normal,Moderate,Clear,25.9
2025-12-05T09:42:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.1709,0.5295,0.5305,849.25,3.143,3.83,59,45-60 days,Early-stage Rebar Corrosion,critical,Heavy Congestion,Clear,23.9
2025-12-05T09:44:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.01,0.0527,0.1329,91.67,0.365,0.0,96,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,24.6
2025-12-05T09:46:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0325,0.0586,0.0538,60.63,-0.245,0.0,92,None (Safe),None,normal,Moderate,Hazy,24.5
2025-12-05T09:48:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0084,0.0086,0.1134,125.53,0.056,0.0,99,None (Safe),None,normal,Heavy Congestion,Hazy,22.4
2025-12-05T09:50:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0289,0.0536,0.115,132.85,0.221,0.0,94,None (Safe),None,normal,Heavy Congestion,Clear,24.0
2025-12-05T09:52:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0132,0.0391,0.1286,65.51,0.056,0.0,91,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,22.6
2025-12-05T09:54:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0453,0.0616,0.097,107.75,0.057,0.0,99,None (Safe),None,normal,Moderate,Clear,23.4
2025-12-05T09:56:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0612,0.0738,0.0591,43.58,-0.357,0.0,100,None (Safe),None,normal,Moderate,Clear,22.2
2025-12-05T09:58:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0082,0.0429,0.0627,78.97,-0.343,0.0,94,None (Safe),None,normal,Moderate,Hazy,26.4
2025-12-05T10:00:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0133,0.0606,0.017,30.61,-0.057,0.0,96,None (Safe),None,normal,Moderate,Hazy,25.6
2025-12-05T10:02:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0415,0.0283,0.0255,108.17,0.093,0.0,98,None (Safe),None,normal,Moderate,Clear,24.5
2025-12-05T10:04:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0053,0.0171,0.1423,119.76,0.264,0.0,94,None (Safe),None,normal,Heavy Congestion,Hazy,23.3
2025-12-05T10:06:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0112,0.0431,0.0422,92.63,0.168,0.0,95,None (Safe),None,normal,Moderate,Clear,25.0
2025-12-05T10:08:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.1361,0.3054,0.429,741.55,3.92,2.79,49,45-60 days,Early-stage Rebar Corrosion,critical,Heavy Congestion,Clear,24.6
2025-12-05T10:10:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.5765,0.3405,0.4339,637.05,3.307,3.81,52,45-60 days,Early-stage Rebar Corrosion,critical,Heavy Congestion,Hazy,24.0
2025-12-05T10:12:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0626,0.007,0.0987,88.98,-0.306,0.0,95,None (Safe),None,normal,Moderate,Clear,26.5
2025-12-05T10:14:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0166,0.0486,0.1164,105.22,-0.323,0.0,100,None (Safe),None,normal,Moderate,Clear,23.4
2025-12-05T10:16:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.074,0.0456,0.0989,101.19,0.364,0.0,100,None (Safe),None,normal,Moderate,Clear,26.6
2025-12-05T10:18:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0249,0.0227,0.0179,85.95,-0.19,0.0,97,None (Safe),None,normal,Moderate,Clear,22.4
2025-12-05T10:20:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.7023,0.6958,0.5498,777.47,3.388,4.89,57,45-60 days,Early-stage Rebar Corrosion,critical,Heavy Congestion,Clear,27.0
2025-12-05T10:22:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0525,0.0264,0.0766,39.61,-0.438,0.0,91,None (Safe),None,normal,Moderate,Hazy,24.7
2025-12-05T10:24:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.052,0.0041,0.1091,148.83,0.024,0.0,99,None (Safe),None,normal,Heavy Congestion,Clear,27.9
2025-12-05T10:26:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.6376,0.5688,0.184,820.81,3.004,2.74,50,45-60 days,Early-stage Rebar Corrosion,critical,Heavy Congestion,Clear,27.5
2025-12-05T10:28:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0772,0.0486,0.0311,30.6,0.164,0.0,95,None (Safe),None,normal,Moderate,Hazy,23.5
2025-12-05T10:30:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0077,0.0452,0.1001,62.7,-0.372,0.0,100,None (Safe),None,normal,Moderate,Partly Cloudy,22.8
2025-12-05T10:32:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0296,0.0296,0.0352,47.85,0.448,0.0,97,None (Safe),None,normal,Low,Clear,25.9
2025-12-05T10:34:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.6474,0.4455,0.5009,858.53,3.58,3.34,61,45-60 days,Early-stage Rebar Corrosion,critical,Heavy Congestion,Clear,22.9
2025-12-05T10:36:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0153,0.0557,0.0975,137.35,0.221,0.0,90,None (Safe),None,normal,Heavy Congestion,Clear,25.6
